Standard Title,Standard Type,Standard Info Latest,Value,Edition Date,Standard Infotyp
Standard Method of Test for the Evaluation of Encapsulation Materials and Assemblies of Materials for the Protection of Structural Timber Element / Méthode d'essai normalisée pour l'évaluation des matériaux d'encapsulation et les assemblages de matériaux aux fins de la protection des éléments de bois de charpente,(Ed. 1),ULC,146,"May 31, 2019",Type: canulc
Standard for Hand-Held Torches for Fuel Gases,(Ed. 7),UL,147,"March 05, 2015",Type: ulstd
Standard for Nonrefillable (Disposable) Type Fuel Gas Cylinder Assemblies,(Ed. 4),UL,147A,"June 06, 2018",Type: ulstd
Standard for Nonrefillable (Disposable) Type Metal Container Assemblies for Butane,(Ed. 4),UL,147B,"August 25, 2016",Type: ulstd
Standard for Antenna Rotators,(Ed. 4),UL,150,"November 09, 2004",Type: ulstd
Standard for Portable Electric Luminaires,(Ed. 13),UL,153,"March 03, 2014",Type: ulstd
Carbon-Dioxide Fire Extinguishers,(Ed. 9),UL,154,"February 28, 2005",Type: ululc
Standard for Tests for Fire Resistance of Vault and File Room Doors,(Ed. 8),UL,155,"April 05, 2000",Type: ulstd
Preliminary Standards for Tests for Fire Resistance of Vault and File Room Doors,(Ed. 1),ULC,155,"January 01, 1975",N/A
Standard for Gaskets and Seals,(Ed. 2),UL,157,"March 08, 1996",Type: ulstd
Standard for Foam Equipment and Liquid Concentrates,(Ed. 8),UL,162,"February 23, 2018",Type: ulstd
Outline of Investigation for Fixed Water-Motor Coupled Pumps for Foam Concentrate Proportioning,(Ed. 1),UL,162A,"September 12, 2012",Type: outline
Standard for Household Electric Storage Tank Water Heaters,(Ed. 11),UL,174,"April 29, 2004",Type: ulstd
Standard for Sustainability for Sanitary Paper Products,(Ed. 1),UL Environment,175,"November 18, 2013",Type: ule
Combustible Liquid Tank Accessories / Accessoires de réservoirs pour liquides combustibles,(Ed. 9),UL,180,"March 15, 2019",Type: ulcanada
Combustible Liquid Tank Accessories / Accessoires de réservoirs pour liquides combustibles,(Ed. 9),ULC,180,"March 15, 2019",Type: canulc
Standard for Factory-Made Air Ducts and Air Connectors,(Ed. 11),UL,181,"July 25, 2013",Type: ulstd
Standard for Closure Systems for Use With Rigid Air Ducts,(Ed. 4),UL,181A,"January 08, 2013",Type: ulstd
Standard for Closure Systems for Use With Flexible Air Ducts and Air Connectors,(Ed. 3),UL,181B,"January 08, 2013",Type: ulstd
Outline of Investigation for Non-Metal Joining Accessories for Flexible Air Ducts and Air Connectors,(Ed. 1),UL,181C,"May 20, 2020",Type: outline
Standard for Manufactured Wiring Systems,(Ed. 4),UL,183,"September 22, 2009",Type: ulstd
Standard for Alarm Valves for Fire-Protection Service,(Ed. 11),UL,193,"February 26, 2016",Type: ulstd
Guide for the Investigation of Alarm Valves for Fire-Protection Service,(Ed. 1),ULC,193,"January 01, 1975",N/A
Standard for Gasketed Joints for Ductile-Iron Pipe and Fittings for Fire Protection Service,(Ed. 6),UL,194,"November 30, 2005",Type: ulstd
Guide for the Investigation of Gasketed Joints for Cast-Iron Pressure Pipes and Fittings,(Ed. 1),ULC,194,"January 01, 1975",N/A
Standard for Commercial Electric Cooking Appliances,(Ed. 10),UL,197,"March 17, 2010",Type: ulstd
Standard for Mine-Duty Fuses,(Ed. 5),UL,198M,"April 04, 2018",Type: ulstd
Automatic Sprinklers for Fire-Protection Service / Gicleurs automatiques pour service de protection contre l'incendie,(Ed. 13),UL,199,"February 25, 2022",Type: ululcanada
Automatic Sprinklers for Fire-Protection Service / Gicleurs automatiques pour service de protection contre l'incendie,(Ed. 13),ULC,199,"February 25, 2022",Type: ululcanada
Outline for Control Cabinets for Automatic Sprinkler Systems Used for Protection of Commercial Cooking Equipment,(Ed. 6),UL,199B,"July 30, 2015",Type: outline
Guards for Sprinklers,(Ed. 1),ULC,199D,"December 01, 2003",N/A
Outline of Investigation for Fire Testing of Sprinklers and Water Spray Nozzles for Protection of Deep Fat Fryers,(Ed. 1),UL,199E,"May 06, 2004",Type: outline
Outline of Investigation for Fire Testing of Specific Application Sprinklers for Use in Attic Spaces,(Ed. 1),UL,199G,"August 09, 2012",Type: outline
Outline of Investigation for Fire Testing Specific Application Horizontal Sidewall Sprinklers for Installation in Racks Having Vertical and Horizontal Barriers,(Ed. 1),UL,199K,"April 26, 2023",Type: outline
Requirements for Combustible Piping for Sprinkler Systems ,(Ed. 2),ULC,199P,"January 01, 2002",N/A
Light Wall Steel Pipes for Sprinkler Systems for Fire Protection Services,(Ed. 1),ULC,199S,"May 01, 1994",N/A
Use of Do-It-Yourself Filtration Devices During Wildfires,(Ed. 1),UL,200A,"April 19, 2022",N/A
"Safe Use of 3D Printing for Institutions
of Higher Education",(Ed. 1),UL,200B,"May 08, 2023",N/A
Standard for Garage Equipment,(Ed. 3),UL,201,"March 31, 2015",Type: ulstd
Standard for Pipe Hanger Equipment for Fire Protection Service / Norme sur les équipements de fixation de conduites pour le service de protection contre les incendies,(Ed. 11),UL,203,"March 17, 2020",Type: ulstd
Pipe Hanger Equipment for Fire Protection Service,(Ed. 1),ULC,203,"December 03, 2003",N/A
Sway Brace Devices for Sprinkler System Piping,(Ed. 1),UL,203A,"December 18, 2015",Type: ulstd
Sway Brace Devices for Sprinkler System Piping,(Ed. 1),ULC,203A,"January 31, 2011",N/A
Subject 205 - Burglary Protection Systems and Services,(Ed. 1),UL,205,"July 30, 2004",N/A
Subject for Burglary Protection Equipment,(Ed. 1),UL,205A,"May 28, 2008",N/A
"Standard for Refrigerant-Containing Components and Accessories, Nonelectrical",(Ed. 8),UL,207,"April 20, 2009",Type: ulstd
"Refrigerant-Containing Components and Accessories, Nonelectrical",(Ed. 9),UL,207,"August 26, 2022",Type: ulstd
Standard for Cellular Metal Floor Raceways and Fittings,(Ed. 10),UL,209,"December 20, 2011",Type: ulstd
Guide for Listing and Labelling of Factory-Built Chimney Connectors,(Ed. 1),ULC,210,"September 01, 2004",N/A
Outline of Investigation for Hand-Operated Chemical Pumps,(Ed. 1),UL,212,"May 07, 2008",Type: outline
Outline of Investigation for Hand-Operated Chemical Pumps,(Ed. 2),UL,212,"May 20, 2008",N/A
Rubber Gasketed Fittings for Fire-Protection Service / Raccords munis de joints en caoutchouc utilisés par le service de protection incendie,(Ed. 5),UL,213,"July 12, 2019",Type: ulstd
Welded Outlet Fittings,(Ed. 1),ULC,213,"December 01, 2003",N/A
Outline of Investigation for Welded Outlet Fittings for Fire Protection Systems,(Ed. 6),UL,213B,"June 24, 2022",Type: outline
WELDED OUTLET FITTINGS,(Ed. 1),ULC,213B,"December 01, 2003",N/A
Grooved and Plain End Fittings,(Ed. 1),UL,213C,"July 08, 2014",Type: ulstd
Standard for Smoke Alarms,(Ed. 9),UL,217,"January 02, 2020",Type: ulstd
Proposed Edition - UL 217 Ed. 10,(Ed. 10),UL,217,"August 11, 2023",Type: csdsproposal
Fire Pump Controllers,(Ed. 3),UL,218,"September 16, 2015",Type: ulcsance
Standard for Battery Contactors for Use in Diesel Engines Driving Centrifugal Fire Pumps,(Ed. 3),UL,218A,"February 26, 2004",Type: ulstd
Standard for Lined Fire Hose for Interior Standpipes,(Ed. 4),UL,219,"October 25, 2013",Type: ulstd
Extruded Insulating Tubing,(Ed. 7),UL,224,"May 05, 2021",Type: ulcsa
"Standard for Door Closers-Holders, With or Without Integral Smoke Detectors",(Ed. 5),UL,228,"January 26, 2006",Type: ulstd
Door Closers and  Holders,(Ed. 2),ULC,228,"May 01, 1995",N/A
Standard for Power Outlets,(Ed. 10),UL,231,"October 05, 2016",Type: ulstd
Standard for Low Voltage Lighting Fixtures for Use in Recreational Vehicles,(Ed. 5),UL,234,"January 21, 2005",Type: ulstd
Standard for Nonmetallic Containers for Waste Paper,(Ed. 4),UL,242,"November 20, 2015",Type: ulstd
Standard for Field Installed and/or Field Connected Appliance Controls,(Ed. 1),UL,244B,"May 12, 2021",Type: ulstd
Standard for Hydrants for Fire-Protection Service,(Ed. 8),UL,246,"May 25, 2011",Type: ulstd
Outline of Investigation for Non-Threaded Connections for Fire Hydrants and Fire Department Connections,(Ed. 2),UL,246A,"August 06, 2021",Type: outline
Outline of Investigation for Tamper Resistant Features of Hydrants for Fire-Protection Service,(Ed. 2),UL,246b,"May 05, 2017",Type: outline
Outline of Investigation for Wet Barrel Fire Hydrants for Oil Platforms,(Ed. 1),UL,246C,"December 07, 2012",Type: outline
Low-Voltage Fuses - Part 1: General Requirements,(Ed. 4),UL,248-1,"October 24, 2022",Type: ulcsance
Low-Voltage Fuses - Part 2: Class C Fuses,(Ed. 2),UL,248-2,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 3: Class CA and CB Fuses,(Ed. 2),UL,248-3,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 4: Class CC Fuses,(Ed. 2),UL,248-4,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 5: Class G Fuses,(Ed. 2),UL,248-5,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 6: Class H Non-Renewable Fuses,(Ed. 2),UL,248-6,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 7: Class H Renewable Fuses,(Ed. 2),UL,248-7,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 8: Class J Fuses,(Ed. 3),UL,248-8,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 9: Class K Fuses,(Ed. 2),UL,248-9,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 10: Class L Fuses,(Ed. 3),UL,248-10,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 11: Plug Fuses,(Ed. 3),UL,248-11,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 12: Class R Fuses,(Ed. 3),UL,248-12,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 13: Semiconductor Fuses,(Ed. 3),UL,248-13,"March 31, 2022",Type: ulcsance
Low-Voltage Fuses - Part 14: Supplemental Fuses,(Ed. 2),UL,248-14,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 15: Class T Fuses,(Ed. 3),UL,248-15,"March 09, 2018",Type: ulcsance
Low-Voltage Fuses - Part 16: Test Limiters,(Ed. 3),UL,248-16,"April 04, 2018",Type: ulcsance
Outline of Investigation for Low-Voltage Fuses - Part 17: Class CF Fuses,(Ed. 5),UL,248-17,"September 13, 2018",Type: outline
Low-Voltage Fuses - Part 18: Class CD Fuses,(Ed. 1),UL,248-18,"March 31, 2022",Type: ulcsance
Low-Voltage Fuses - Part 19: Photovoltaic Fuses,(Ed. 1),UL,248-19,"November 13, 2015",Type: ulcsance
Outline of Investigation for Low-Voltage Fuses - Part 20: Electric Vehicle (EV) Fuses,(Ed. 1),UL,248-20,"January 07, 2019",Type: outline
Compressed Gas Regulators / Régulateurs de gaz comprimé,(Ed. 11),UL,252,"October 27, 2022",Type: ululcanada
Compressed Gas Regulators / Régulateurs de gaz comprimé,(Ed. 11),ULC,252,"October 27, 2022",Type: ululcanada
Compressed Gas Regulator Accessories / Accessoires de régulateurs de gaz comprimé,(Ed. 5),UL,252A,"October 27, 2022",Type: ululcanada
Compressed Gas Regulator Accessories / Accessoires de régulateurs de gaz comprimé,(Ed. 5),ULC,252A,"October 27, 2022",Type: ululcanada
Shutoff Valves for Trim and Drain Purposes for Fire Protection / Vannes d'arrêt de garniture et d'évacuation destinées à la protection incendie,(Ed. 1),UL,258,"February 09, 2022",Type: ulcanada
Shutoff Valves for Trim and Drain Purposes for Fire Protection Service,(Ed. 1),ULC,258,"January 01, 2003",N/A
Standard for Dry Pipe and Deluge Valves for Fire-Protection Service,(Ed. 7),UL,260,"March 17, 2004",Type: ulstd
"Guide for the Investigation of  Dry Pipe, Deluge and Pre-Action Valves for Fire Protection",(Ed. 1),ULC,260,"February 01, 1975",N/A
Outline of Investigation for Air Pressure Maintenance Devices,(Ed. 1),UL,260A,"March 04, 2005",Type: outline
Standard for Gate Valves for Fire-Protection Service,(Ed. 8),UL,262,"February 26, 2004",Type: ulstd
Gate Valves for Fire Protection Service,(Ed. 1),ULC,262,"February 01, 1992",N/A
Standard for Fire Tests of Building Construction and Materials,(Ed. 14),UL,263,"June 21, 2011",Type: ulstd
Criteria for Use in Extension of Data from Fire Endurance Tests,(Ed. 1),ULC,263,"April 01, 1998",N/A
Sprinkler-Protected Windows Systems,(Ed. 1),ULC,263.1,"October 01, 1999",N/A
Outline of Investigation for Wire-Pulling Compounds,(Ed. 3),UL,267,"April 21, 2008",Type: outline
Smoke Detectors for Fire Alarm Systems,(Ed. 8),UL,268,"June 02, 2023",Type: ululc
Standard for Smoke Detectors for Duct Application,(Ed. 4),UL,268A,"December 11, 2008",Type: ulstd
Video Image Smoke Detectors,(Ed. 1),UL,268B,"April 29, 2009",Type: outline
Outline of Investigation for Multi-Detector Test Apparatus,(Ed. 1),UL,268C,"June 29, 2010",Type: outline
Connectors and Service Plugs for Use with On-Board Electrical Vehicle (EV) Charging Systems	,(Ed. 4),UL,2734,"October 01, 2020",Type: outline
Standard for Automotive Glass-Tube Fuses,(Ed. 10),UL,275,"April 19, 2013",Type: ulstd
Outline of Investigation for Automotive Blade Type Fuses,(Ed. 4),UL,275A,"November 30, 2007",Type: outline
Standard for Air Fresheners and Deodorizers,(Ed. 3),UL,283,"June 16, 2015",Type: ulstd
Standard for Automated Teller Systems,(Ed. 6),UL,291,"February 15, 2012",Type: ulstd
Outline of Investigation for Performance of Access Control System Units Intended for Use in the UK,(Ed. 4),UL,293,"June 19, 2018",Type: outline
Access Control System Units,(Ed. 8),UL,294,"May 24, 2023",Type: ulstd
Standard for Commercial-Industrial Gas Burners,(Ed. 2),UL,295,"February 08, 2017",Type: ulstd
Standard for Oil Burners,(Ed. 11),UL,296,"February 24, 2017",Type: ulstd
Standard for Waste Oil-Burning Air-Heating Appliances,(Ed. 3),UL,296A,"August 02, 2018",Type: ulstd
Dry Chemical Fire Extinguishers,(Ed. 11),UL,299,"April 13, 2012",Type: ululc
Dry Chemical Fire Extinguishers,(Ed. 12),UL,299,"September 25, 2015",N/A
Outline of Investigation for Portable Dry Chemical Extinguishing System Units,(Ed. 3),UL,299A,"November 21, 2006",Type: outline
Outline of Investigation for Fire Extinguishing Dry Chemical for Special Applications,(Ed. 3),UL,299C,"May 06, 2016",Type: outline
Outline of Investigation for Dry Chemical Fire Extinguishers for Residential Cooking Equipment,(Ed. 1),UL,299D,"July 09, 2010",Type: outline
Fire Testing of Fire Extinguishing Systems for Protection of Commercial Cooking Equipment / Norme sur la mise à l'essai de systèmes d'extinction d'incendie conçus pour la protection d'équipement de cuisson commercial,(Ed. 4),UL,300,"June 10, 2019",Type: ulcanada
Fire Testing of Fire Extinguishing Systems for Protection of Commercial Cooking Equipment / Norme sur la mise à l'essai de systèmes d'extinction d'incendie conçus pour la protection d'équipement de cuisson commercial,(Ed. 4),ULC,300,"June 10, 2019",Type: ulc
Extinguishing System Units for Residential Range Top Cooking Surfaces,(Ed. 3),UL,300A,"November 21, 2006",Type: outline
STANDARD FOR SIGNAL RECEIVING CENTRES CONFIGURATIONS AND OPERATIONS / NORME SUR LA CONFIGURATION ET L'EXPLOITATION DE CENTRALES DE RÉCEPTION D'ALARME,(Ed. 3),ULC,301,"August 01, 2018",Type: canulc
"STANDARD FOR THE INSTALLATION, INSPECTION AND TESTING OF INTRUSION ALARM SYSTEMS / NORME SUR L'INSTALLATION, L'INSPECTION ET LA MISE À L'ESSAI DES SYSTÈMES D'ALARME ANTI-INTRUSION",(Ed. 2),ULC,302,"October 01, 2014",Type: canulc
"STANDARD FOR CONTROL UNITS, ACCESSORIES AND RECEIVING EQUIPMENT FOR INTRUSION ALARM SYSTEMS / NORME SUR LES POSTES DE CONTRÔLE, LES ACCESSOIRES ET L'ÉQUIPEMENT DE RÉCEPTION POUR LES SYSTÈMES D'ALARME ANTI-INTRUSION",(Ed. 3),ULC,304,"April 01, 2016",Type: canulc
Standard for Panic Hardware,(Ed. 6),UL,305,"July 12, 2012",Type: ulstd
STANDARD FOR INTRUSION DETECTION UNITS / NORME SUR LES DÉTECTEURS D'INTRUSION,(Ed. 3),ULC,306,"August 06, 2020",Type: canulc
Standard for Liquid Fuel-Burning Heating Appliances for Manufactured Homes and Recreational Vehicles,(Ed. 9),UL,307A,"July 24, 2018",Type: ulstd
Standard for Gas-Burning Heating Appliances For Manufactured Homes and Recreational Vehicles,(Ed. 5),UL,307B,"October 31, 2006",Type: ulstd
Subject for Power Distribution Units,(Ed. 1),UL,308,"February 25, 2000",N/A
Electrical Quick-Connect Terminals,(Ed. 9),UL,310,"October 17, 2014",Type: ulcsa
ANSI/CAN/UL/ULC Check Valves for Fire-Protection Service / Clapets antiretour pour service de protection contre les incendies,(Ed. 11),UL,312,"June 02, 2022",Type: ulstd
ANSI/CAN/UL/ULC Standard for Check Valves for Fire-Protection Service / Clapets antiretour pour service de protection contre les incendies,(Ed. 11),ULC,312,"June 02, 2022",Type: canulc
STANDARD FOR PERFORMANCE OF VIDEO SURVEILLANCE SYSTEMS / NORMES SUR LA PERFORMANCE DES SYSTÈMES DE SURVEILLANCE VIDÉO,(Ed. 1),ULC,316,"December 01, 2014",Type: canulc
Standard for Installation and Classification of Closed Circuit Video Equipment (CCVE) Systems for Institutional and Commercial Security Applications,(Ed. 1),ULC,317,"June 08, 2015",N/A
Standard for Power Supplies for Burglar Alarm Systems,(Ed. 1),ULC,318,"May 01, 1996",N/A
Electronic Access Control Systems / Systèmes électroniques de contrôle d’accès,(Ed. 1),ULC,319,"September 01, 2005",N/A
Outline of Investigation for Pipeline Strainers,(Ed. 3),UL,321,"November 15, 2006",Type: outline
STANDARD FOR BURGLARY RESISTANT VAULT DOORS AND MODULAR PANELS / Portes et panneaux modulaires antivol des chambres fortes,(Ed. 1),ULC,321,"May 01, 1991",N/A
Vault Ventilators and Vault Ventilatating,(Ed. 1),ULC,322,"September 01, 1992",N/A
Burglary Resistant Safes,(Ed. 1),ULC,324,"October 01, 1993",N/A
"Door, Drapery, Gate, Louver, and Window Operators and Systems / Dispositifs d'ouverture et systèmes de porte, de tenture, de barrière, de persienne et de fenêtre",(Ed. 7),UL,325,"May 19, 2017",Type: ulstd
Outline of Investigation for Turbine Type Flow Meters for Fire Protection Systems,(Ed. 5),UL,327,"January 25, 2011",Type: outline
Burglar Resistant Combination Locks,(Ed. 1),ULC,327,"May 01, 1998",N/A
Outline of Investigation for Inferential Type Residential Water Flow Meters,(Ed. 3),UL,327A,"February 22, 2008",Type: outline
Outline of Investigation for Ultrasonic and Magnetic Type Water Flow Meters,(Ed. 3),UL,327B,"May 13, 2011",Type: outline
Outline of Investigation for Gasoline Torches,(Ed. 3),UL,328,"February 05, 2014",Type: outline
Burglary Resistant Key Locks,(Ed. 1),ULC,328,"May 01, 1998",N/A
ANSI/CAN/UL Standard for Hose and Hose Assemblies for Dispensing Flammable and Combustible Liquids / Tuyaux flexibles et tuyaux flexibles à raccords pour liquides inflammables et combustibles,(Ed. 9),UL,330,"February 11, 2021",Type: ulstd
Burglary-Resistant Night Depositories,(Ed. 1),ULC,330,"August 01, 1993",N/A
Hose and Hose Assemblies for Use with Dispensing Devices Dispensing Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations Up To 85 Percent (E0 - E85),(Ed. 1),UL,330A,"November 05, 2019",Type: ulstd
"Hose and Hose Assemblies for Use With Dispensing Devices Dispensing Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends With Nominal Biodiesel Concentrations Up To 20 Percent (B20), Kerosene, and Fuel Oil",(Ed. 1),UL,330B,"December 18, 2015",Type: ulstd
"Strainers for Flammable and Combustible Liquids, Anhydrous Ammonia and Non-potable Water / Crépines pour liquides inflammables et combustibles, ammoniac et eau non potable",(Ed. 9),UL,331,"February 22, 2023",Type: ululcanada
Guide for the Investigation of Strainers for Flammable Fluids and Anhydrous Ammonia,(Ed. 1),ULC,331,"April 01, 1975",N/A
Standard for Strainers for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85),(Ed. 1),UL,331A,"February 06, 2015",Type: ulstd
"Strainers for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations Up to 20 Percent (B20), Kerosene, and Fuel Oil",(Ed. 1),UL,331B,"February 05, 2015",Type: ulstd
Outline of Investigation for Fuel Filtration Units,(Ed. 2),UL,331C,"February 12, 2021",Type: outline
Standard For Burglary Resistant Glazing Material,(Ed. 1),ULC,332,"September 01, 1993",N/A
Outline of Investigation for Theater Lighting Distribution and Control Equipment,(Ed. 2),UL,334,"February 28, 2022",Type: outline
Burglary Resistant Electronic Combination Locks,(Ed. 1),ULC,334,"May 01, 1998",N/A
"Household and Similar Electrical Appliances - Safety - Part 2-72: Particular Requirements for Floor Treatment Machines With or Without Traction Drive, for Commercial Use",(Ed. 1),UL,335K,"May 26, 2017",N/A
Delayed-Action Timelocks,(Ed. 1),ULC,337,"May 01, 1998",N/A
STANDARD FOR AUTOMOBILE THEFT DETERRENT EQUIPMENT AND SYSTEMS: ELECTRONIC IMMOBILIZATION / NORME SUR LES SYSTÈMES ET LES APPAREILLAGES DE PRÉVENTION DU VOL DE VÉHICULES AUTOMOBILES : IMMOBILISATION ÉLECTRONIQUE,(Ed. 1),ULC,338,"May 01, 1998",Type: canulc
VEHICLE THEFT DETERRENT EQUIPMENT AND SYSTEMS: ELECTRONIC IMMOBILIZATION SYSTEM AND AFTERMARKET INSTALLATION REQUIREMENTS / SYSTÈMES ET LES APPAREILLAGES DE PRÉVENTION DU VOL DE VÉHICULES AUTOMOBILES : IMMOBILISATION ÉLECTRONIQUE ET INSTALLATION APRÈS-VENTE,(Ed. 2),ULC,338,"July 17, 2023",Type: ulc
