Standard Title,Standard Type,Standard Info Latest,Edition Date,Standard Infotyp
Preliminary Standards for Tests for Fire Resistance of Vault and File Room Doors,(Ed. 1),ULC,"January 01, 1975",N/A
Standard for Gaskets and Seals,(Ed. 2),UL,"March 08, 1996",Type: ulstd
Standard for Foam Equipment and Liquid Concentrates,(Ed. 8),UL,"February 23, 2018",Type: ulstd
Outline of Investigation for Fixed Water-Motor Coupled Pumps for Foam Concentrate Proportioning,(Ed. 1),UL,"September 12, 2012",Type: outline
Standard for Household Electric Storage Tank Water Heaters,(Ed. 11),UL,"April 29, 2004",Type: ulstd
Standard for Sustainability for Sanitary Paper Products,(Ed. 1),UL Environment,"November 18, 2013",Type: ule
Combustible Liquid Tank Accessories / Accessoires de r�servoirs pour liquides combustibles,(Ed. 9),UL,"March 15, 2019",Type: ulcanada
Combustible Liquid Tank Accessories / Accessoires de r�servoirs pour liquides combustibles,(Ed. 9),ULC,"March 15, 2019",Type: canulc
Standard for Factory-Made Air Ducts and Air Connectors,(Ed. 11),UL,"July 25, 2013",Type: ulstd
Standard for Closure Systems for Use With Rigid Air Ducts,(Ed. 4),UL,"January 08, 2013",Type: ulstd
Standard for Closure Systems for Use With Flexible Air Ducts and Air Connectors,(Ed. 3),UL,"January 08, 2013",Type: ulstd
Outline of Investigation for Non-Metal Joining Accessories for Flexible Air Ducts and Air Connectors,(Ed. 1),UL,"May 20, 2020",Type: outline
Standard for Manufactured Wiring Systems,(Ed. 4),UL,"September 22, 2009",Type: ulstd
Standard for Alarm Valves for Fire-Protection Service,(Ed. 11),UL,"February 26, 2016",Type: ulstd
Guide for the Investigation of Alarm Valves for Fire-Protection Service,(Ed. 1),ULC,"January 01, 1975",N/A
Standard for Gasketed Joints for Ductile-Iron Pipe and Fittings for Fire Protection Service,(Ed. 6),UL,"November 30, 2005",Type: ulstd
Guide for the Investigation of Gasketed Joints for Cast-Iron Pressure Pipes and Fittings,(Ed. 1),ULC,"January 01, 1975",N/A
Standard for Commercial Electric Cooking Appliances,(Ed. 10),UL,"March 17, 2010",Type: ulstd
Standard for Mine-Duty Fuses,(Ed. 5),UL,"April 04, 2018",Type: ulstd
Automatic Sprinklers for Fire-Protection Service / Gicleurs automatiques pour service de protection contre l'incendie,(Ed. 13),UL,"February 25, 2022",Type: ululcanada
Automatic Sprinklers for Fire-Protection Service / Gicleurs automatiques pour service de protection contre l'incendie,(Ed. 13),ULC,"February 25, 2022",Type: ululcanada
Outline for Control Cabinets for Automatic Sprinkler Systems Used for Protection of Commercial Cooking Equipment,(Ed. 6),UL,"July 30, 2015",Type: outline
Guards for Sprinklers,(Ed. 1),ULC,"December 01, 2003",N/A
Outline of Investigation for Fire Testing of Sprinklers and Water Spray Nozzles for Protection of Deep Fat Fryers,(Ed. 1),UL,"May 06, 2004",Type: outline
Outline of Investigation for Fire Testing of Specific Application Sprinklers for Use in Attic Spaces,(Ed. 1),UL,"August 09, 2012",Type: outline
Outline of Investigation for Fire Testing Specific Application Horizontal Sidewall Sprinklers for Installation in Racks Having Vertical and Horizontal Barriers,(Ed. 1),UL,"April 26, 2023",Type: outline
Requirements for Combustible Piping for Sprinkler Systems ,(Ed. 2),ULC,"January 01, 2002",N/A
Light Wall Steel Pipes for Sprinkler Systems for Fire Protection Services,(Ed. 1),ULC,"May 01, 1994",N/A
Use of Do-It-Yourself Filtration Devices During Wildfires,(Ed. 1),UL,"April 19, 2022",N/A
"Safe Use of 3D Printing for Institutions
of Higher Education",(Ed. 1),UL,"May 08, 2023",N/A
Standard for Garage Equipment,(Ed. 3),UL,"March 31, 2015",Type: ulstd
Standard for Pipe Hanger Equipment for Fire Protection Service / Norme sur les �quipements de fixation de conduites pour le service de protection contre les incendies,(Ed. 11),UL,"March 17, 2020",Type: ulstd
Pipe Hanger Equipment for Fire Protection Service,(Ed. 1),ULC,"December 03, 2003",N/A
Sway Brace Devices for Sprinkler System Piping,(Ed. 1),UL,"December 18, 2015",Type: ulstd
Sway Brace Devices for Sprinkler System Piping,(Ed. 1),ULC,"January 31, 2011",N/A
Subject 205 - Burglary Protection Systems and Services,(Ed. 1),UL,"July 30, 2004",N/A
Subject for Burglary Protection Equipment,(Ed. 1),UL,"May 28, 2008",N/A
"Standard for Refrigerant-Containing Components and Accessories, Nonelectrical",(Ed. 8),UL,"April 20, 2009",Type: ulstd
"Refrigerant-Containing Components and Accessories, Nonelectrical",(Ed. 9),UL,"August 26, 2022",Type: ulstd
Standard for Cellular Metal Floor Raceways and Fittings,(Ed. 10),UL,"December 20, 2011",Type: ulstd
Guide for Listing and Labelling of Factory-Built Chimney Connectors,(Ed. 1),ULC,"September 01, 2004",N/A
Outline of Investigation for Hand-Operated Chemical Pumps,(Ed. 1),UL,"May 07, 2008",Type: outline
Outline of Investigation for Hand-Operated Chemical Pumps,(Ed. 2),UL,"May 20, 2008",N/A
Rubber Gasketed Fittings for Fire-Protection Service / Raccords munis de joints en caoutchouc utilis�s par le service de protection incendie,(Ed. 5),UL,"July 12, 2019",Type: ulstd
Welded Outlet Fittings,(Ed. 1),ULC,"December 01, 2003",N/A
Outline of Investigation for Welded Outlet Fittings for Fire Protection Systems,(Ed. 6),UL,"June 24, 2022",Type: outline
WELDED OUTLET FITTINGS,(Ed. 1),ULC,"December 01, 2003",N/A
Grooved and Plain End Fittings,(Ed. 1),UL,"July 08, 2014",Type: ulstd
Standard for Smoke Alarms,(Ed. 9),UL,"January 02, 2020",Type: ulstd
Proposed Edition - UL 217 Ed. 10,(Ed. 10),UL,"August 11, 2023",Type: csdsproposal
Fire Pump Controllers,(Ed. 3),UL,"September 16, 2015",Type: ulcsance
Standard for Battery Contactors for Use in Diesel Engines Driving Centrifugal Fire Pumps,(Ed. 3),UL,"February 26, 2004",Type: ulstd
Standard for Lined Fire Hose for Interior Standpipes,(Ed. 4),UL,"October 25, 2013",Type: ulstd
Extruded Insulating Tubing,(Ed. 7),UL,"May 05, 2021",Type: ulcsa
"Standard for Door Closers-Holders, With or Without Integral Smoke Detectors",(Ed. 5),UL,"January 26, 2006",Type: ulstd
Door Closers and  Holders,(Ed. 2),ULC,"May 01, 1995",N/A
Standard for Power Outlets,(Ed. 10),UL,"October 05, 2016",Type: ulstd
Standard for Low Voltage Lighting Fixtures for Use in Recreational Vehicles,(Ed. 5),UL,"January 21, 2005",Type: ulstd
Standard for Nonmetallic Containers for Waste Paper,(Ed. 4),UL,"November 20, 2015",Type: ulstd
Standard for Field Installed and/or Field Connected Appliance Controls,(Ed. 1),UL,"May 12, 2021",Type: ulstd
Standard for Hydrants for Fire-Protection Service,(Ed. 8),UL,"May 25, 2011",Type: ulstd
Outline of Investigation for Non-Threaded Connections for Fire Hydrants and Fire Department Connections,(Ed. 2),UL,"August 06, 2021",Type: outline
Outline of Investigation for Tamper Resistant Features of Hydrants for Fire-Protection Service,(Ed. 2),UL,"May 05, 2017",Type: outline
Outline of Investigation for Wet Barrel Fire Hydrants for Oil Platforms,(Ed. 1),UL,"December 07, 2012",Type: outline
Low-Voltage Fuses - Part 1: General Requirements,(Ed. 4),UL,"October 24, 2022",Type: ulcsance
Low-Voltage Fuses - Part 2: Class C Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 3: Class CA and CB Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 4: Class CC Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 5: Class G Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 6: Class H Non-Renewable Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 7: Class H Renewable Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 8: Class J Fuses,(Ed. 3),UL,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 9: Class K Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 10: Class L Fuses,(Ed. 3),UL,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 11: Plug Fuses,(Ed. 3),UL,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 12: Class R Fuses,(Ed. 3),UL,"May 13, 2011",Type: ulcsance
Low-Voltage Fuses - Part 13: Semiconductor Fuses,(Ed. 3),UL,"March 31, 2022",Type: ulcsance
Low-Voltage Fuses - Part 14: Supplemental Fuses,(Ed. 2),UL,"August 01, 2000",Type: ulcsance
Low-Voltage Fuses - Part 15: Class T Fuses,(Ed. 3),UL,"March 09, 2018",Type: ulcsance
Low-Voltage Fuses - Part 16: Test Limiters,(Ed. 3),UL,"April 04, 2018",Type: ulcsance
Outline of Investigation for Low-Voltage Fuses - Part 17: Class CF Fuses,(Ed. 5),UL,"September 13, 2018",Type: outline
Low-Voltage Fuses - Part 18: Class CD Fuses,(Ed. 1),UL,"March 31, 2022",Type: ulcsance
Low-Voltage Fuses - Part 19: Photovoltaic Fuses,(Ed. 1),UL,"November 13, 2015",Type: ulcsance
Outline of Investigation for Low-Voltage Fuses - Part 20: Electric Vehicle (EV) Fuses,(Ed. 1),UL,"January 07, 2019",Type: outline
Compressed Gas Regulators / R�gulateurs de gaz comprim�,(Ed. 11),UL,"October 27, 2022",Type: ululcanada
Compressed Gas Regulators / R�gulateurs de gaz comprim�,(Ed. 11),ULC,"October 27, 2022",Type: ululcanada
Compressed Gas Regulator Accessories / Accessoires de r�gulateurs de gaz comprim�,(Ed. 5),UL,"October 27, 2022",Type: ululcanada
Compressed Gas Regulator Accessories / Accessoires de r�gulateurs de gaz comprim�,(Ed. 5),ULC,"October 27, 2022",Type: ululcanada
Shutoff Valves for Trim and Drain Purposes for Fire Protection / Vannes d'arr�t de garniture et d'�vacuation destin�es � la protection incendie,(Ed. 1),UL,"February 09, 2022",Type: ulcanada
Shutoff Valves for Trim and Drain Purposes for Fire Protection Service,(Ed. 1),ULC,"January 01, 2003",N/A
Standard for Dry Pipe and Deluge Valves for Fire-Protection Service,(Ed. 7),UL,"March 17, 2004",Type: ulstd
"Guide for the Investigation of  Dry Pipe, Deluge and Pre-Action Valves for Fire Protection",(Ed. 1),ULC,"February 01, 1975",N/A
Outline of Investigation for Air Pressure Maintenance Devices,(Ed. 1),UL,"March 04, 2005",Type: outline
Standard for Gate Valves for Fire-Protection Service,(Ed. 8),UL,"February 26, 2004",Type: ulstd
Gate Valves for Fire Protection Service,(Ed. 1),ULC,"February 01, 1992",N/A
Standard for Fire Tests of Building Construction and Materials,(Ed. 14),UL,"June 21, 2011",Type: ulstd
Criteria for Use in Extension of Data from Fire Endurance Tests,(Ed. 1),ULC,"April 01, 1998",N/A
Sprinkler-Protected Windows Systems,(Ed. 1),ULC,"October 01, 1999",N/A
Outline of Investigation for Wire-Pulling Compounds,(Ed. 3),UL,"April 21, 2008",Type: outline
Smoke Detectors for Fire Alarm Systems,(Ed. 8),UL,"June 02, 2023",Type: ululc
Standard for Smoke Detectors for Duct Application,(Ed. 4),UL,"December 11, 2008",Type: ulstd
Video Image Smoke Detectors,(Ed. 1),UL,"April 29, 2009",Type: outline
Outline of Investigation for Multi-Detector Test Apparatus,(Ed. 1),UL,"June 29, 2010",Type: outline
Connectors and Service Plugs for Use with On-Board Electrical Vehicle (EV) Charging Systems	,(Ed. 4),UL,"October 01, 2020",Type: outline
Standard for Automotive Glass-Tube Fuses,(Ed. 10),UL,"April 19, 2013",Type: ulstd
Outline of Investigation for Automotive Blade Type Fuses,(Ed. 4),UL,"November 30, 2007",Type: outline
Standard for Air Fresheners and Deodorizers,(Ed. 3),UL,"June 16, 2015",Type: ulstd
Standard for Automated Teller Systems,(Ed. 6),UL,"February 15, 2012",Type: ulstd
Outline of Investigation for Performance of Access Control System Units Intended for Use in the UK,(Ed. 4),UL,"June 19, 2018",Type: outline
Access Control System Units,(Ed. 8),UL,"May 24, 2023",Type: ulstd
Standard for Commercial-Industrial Gas Burners,(Ed. 2),UL,"February 08, 2017",Type: ulstd
Standard for Oil Burners,(Ed. 11),UL,"February 24, 2017",Type: ulstd
Standard for Waste Oil-Burning Air-Heating Appliances,(Ed. 3),UL,"August 02, 2018",Type: ulstd
Dry Chemical Fire Extinguishers,(Ed. 11),UL,"April 13, 2012",Type: ululc
Dry Chemical Fire Extinguishers,(Ed. 12),UL,"September 25, 2015",N/A
Outline of Investigation for Portable Dry Chemical Extinguishing System Units,(Ed. 3),UL,"November 21, 2006",Type: outline
Outline of Investigation for Fire Extinguishing Dry Chemical for Special Applications,(Ed. 3),UL,"May 06, 2016",Type: outline
Outline of Investigation for Dry Chemical Fire Extinguishers for Residential Cooking Equipment,(Ed. 1),UL,"July 09, 2010",Type: outline
Fire Testing of Fire Extinguishing Systems for Protection of Commercial Cooking Equipment / Norme sur la mise � l'essai de syst�mes d'extinction d'incendie con�us pour la protection d'�quipement de cuisson commercial,(Ed. 4),UL,"June 10, 2019",Type: ulcanada
Fire Testing of Fire Extinguishing Systems for Protection of Commercial Cooking Equipment / Norme sur la mise � l'essai de syst�mes d'extinction d'incendie con�us pour la protection d'�quipement de cuisson commercial,(Ed. 4),ULC,"June 10, 2019",Type: ulc
Extinguishing System Units for Residential Range Top Cooking Surfaces,(Ed. 3),UL,"November 21, 2006",Type: outline
STANDARD FOR SIGNAL RECEIVING CENTRES CONFIGURATIONS AND OPERATIONS / NORME SUR LA CONFIGURATION ET L'EXPLOITATION DE CENTRALES DE R�CEPTION D'ALARME,(Ed. 3),ULC,"August 01, 2018",Type: canulc
"STANDARD FOR THE INSTALLATION, INSPECTION AND TESTING OF INTRUSION ALARM SYSTEMS / NORME SUR L'INSTALLATION, L'INSPECTION ET LA MISE � L'ESSAI DES SYST�MES D'ALARME ANTI-INTRUSION",(Ed. 2),ULC,"October 01, 2014",Type: canulc
"STANDARD FOR CONTROL UNITS, ACCESSORIES AND RECEIVING EQUIPMENT FOR INTRUSION ALARM SYSTEMS / NORME SUR LES POSTES DE CONTR�LE, LES ACCESSOIRES ET L'�QUIPEMENT DE R�CEPTION POUR LES SYST�MES D'ALARME ANTI-INTRUSION",(Ed. 3),ULC,"April 01, 2016",Type: canulc
Standard for Panic Hardware,(Ed. 6),UL,"July 12, 2012",Type: ulstd
STANDARD FOR INTRUSION DETECTION UNITS / NORME SUR LES D�TECTEURS D'INTRUSION,(Ed. 3),ULC,"August 06, 2020",Type: canulc
Standard for Liquid Fuel-Burning Heating Appliances for Manufactured Homes and Recreational Vehicles,(Ed. 9),UL,"July 24, 2018",Type: ulstd
Standard for Gas-Burning Heating Appliances For Manufactured Homes and Recreational Vehicles,(Ed. 5),UL,"October 31, 2006",Type: ulstd
Subject for Power Distribution Units,(Ed. 1),UL,"February 25, 2000",N/A
Electrical Quick-Connect Terminals,(Ed. 9),UL,"October 17, 2014",Type: ulcsa
ANSI/CAN/UL/ULC Check Valves for Fire-Protection Service / Clapets antiretour pour service de protection contre les incendies,(Ed. 11),UL,"June 02, 2022",Type: ulstd
ANSI/CAN/UL/ULC Standard for Check Valves for Fire-Protection Service / Clapets antiretour pour service de protection contre les incendies,(Ed. 11),ULC,"June 02, 2022",Type: canulc
STANDARD FOR PERFORMANCE OF VIDEO SURVEILLANCE SYSTEMS / NORMES SUR LA PERFORMANCE DES SYST�MES DE SURVEILLANCE VID�O,(Ed. 1),ULC,"December 01, 2014",Type: canulc
Standard for Installation and Classification of Closed Circuit Video Equipment (CCVE) Systems for Institutional and Commercial Security Applications,(Ed. 1),ULC,"June 08, 2015",N/A
Standard for Power Supplies for Burglar Alarm Systems,(Ed. 1),ULC,"May 01, 1996",N/A
Electronic Access Control Systems / Syst�mes �lectroniques de contr�le d�acc�s,(Ed. 1),ULC,"September 01, 2005",N/A
Outline of Investigation for Pipeline Strainers,(Ed. 3),UL,"November 15, 2006",Type: outline
STANDARD FOR BURGLARY RESISTANT VAULT DOORS AND MODULAR PANELS / Portes et panneaux modulaires antivol des chambres fortes,(Ed. 1),ULC,"May 01, 1991",N/A
Vault Ventilators and Vault Ventilatating,(Ed. 1),ULC,"September 01, 1992",N/A
Burglary Resistant Safes,(Ed. 1),ULC,"October 01, 1993",N/A
"Door, Drapery, Gate, Louver, and Window Operators and Systems / Dispositifs d'ouverture et syst�mes de porte, de tenture, de barri�re, de persienne et de fen�tre",(Ed. 7),UL,"May 19, 2017",Type: ulstd
Outline of Investigation for Turbine Type Flow Meters for Fire Protection Systems,(Ed. 5),UL,"January 25, 2011",Type: outline
Burglar Resistant Combination Locks,(Ed. 1),ULC,"May 01, 1998",N/A
Outline of Investigation for Inferential Type Residential Water Flow Meters,(Ed. 3),UL,"February 22, 2008",Type: outline
Outline of Investigation for Ultrasonic and Magnetic Type Water Flow Meters,(Ed. 3),UL,"May 13, 2011",Type: outline
Outline of Investigation for Gasoline Torches,(Ed. 3),UL,"February 05, 2014",Type: outline
Burglary Resistant Key Locks,(Ed. 1),ULC,"May 01, 1998",N/A
ANSI/CAN/UL Standard for Hose and Hose Assemblies for Dispensing Flammable and Combustible Liquids / Tuyaux flexibles et tuyaux flexibles � raccords pour liquides inflammables et combustibles,(Ed. 9),UL,"February 11, 2021",Type: ulstd
Burglary-Resistant Night Depositories,(Ed. 1),ULC,"August 01, 1993",N/A
Hose and Hose Assemblies for Use with Dispensing Devices Dispensing Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations Up To 85 Percent (E0 - E85),(Ed. 1),UL,"November 05, 2019",Type: ulstd
"Hose and Hose Assemblies for Use With Dispensing Devices Dispensing Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends With Nominal Biodiesel Concentrations Up To 20 Percent (B20), Kerosene, and Fuel Oil",(Ed. 1),UL,"December 18, 2015",Type: ulstd
"Strainers for Flammable and Combustible Liquids, Anhydrous Ammonia and Non-potable Water / Cr�pines pour liquides inflammables et combustibles, ammoniac et eau non potable",(Ed. 9),UL,"February 22, 2023",Type: ululcanada
Guide for the Investigation of Strainers for Flammable Fluids and Anhydrous Ammonia,(Ed. 1),ULC,"April 01, 1975",N/A
Standard for Strainers for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85),(Ed. 1),UL,"February 06, 2015",Type: ulstd
"Strainers for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations Up to 20 Percent (B20), Kerosene, and Fuel Oil",(Ed. 1),UL,"February 05, 2015",Type: ulstd
Outline of Investigation for Fuel Filtration Units,(Ed. 2),UL,"February 12, 2021",Type: outline
Standard For Burglary Resistant Glazing Material,(Ed. 1),ULC,"September 01, 1993",N/A
Outline of Investigation for Theater Lighting Distribution and Control Equipment,(Ed. 2),UL,"February 28, 2022",Type: outline
Burglary Resistant Electronic Combination Locks,(Ed. 1),ULC,"May 01, 1998",N/A
"Household and Similar Electrical Appliances - Safety - Part 2-72: Particular Requirements for Floor Treatment Machines With or Without Traction Drive, for Commercial Use",(Ed. 1),UL,"May 26, 2017",N/A
Delayed-Action Timelocks,(Ed. 1),ULC,"May 01, 1998",N/A
STANDARD FOR AUTOMOBILE THEFT DETERRENT EQUIPMENT AND SYSTEMS: ELECTRONIC IMMOBILIZATION / NORME SUR LES SYST�MES ET LES APPAREILLAGES DE PR�VENTION DU VOL DE V�HICULES AUTOMOBILES : IMMOBILISATION �LECTRONIQUE,(Ed. 1),ULC,"May 01, 1998",Type: canulc
VEHICLE THEFT DETERRENT EQUIPMENT AND SYSTEMS: ELECTRONIC IMMOBILIZATION SYSTEM AND AFTERMARKET INSTALLATION REQUIREMENTS / SYST�MES ET LES APPAREILLAGES DE PR�VENTION DU VOL DE V�HICULES AUTOMOBILES�: IMMOBILISATION �LECTRONIQUE ET INSTALLATION APR�S-VENTE,(Ed. 2),ULC,"July 17, 2023",Type: ulc
Standard for Tests for Comparative Flammability of Liquids,(Ed. 6),UL,"July 24, 2017",Type: ulstd
Standard for Pumps for Oil-Burning Appliances,(Ed. 9),UL,"December 17, 2008",Type: ulstd
Guide for the Investigation of Pumps for Oil-Burning Appliances,(Ed. 1),ULC,"September 01, 2004",N/A
Standard for Waterflow Indicators for Fire Protective Signaling Systems,(Ed. 5),UL,"June 30, 2005",Type: ulstd
"Medium-Voltage AC Contactors, Controllers, and Control Centers",(Ed. 7),UL,"November 23, 2020",Type: ulcsance
Medium Voltage Power Conversion Equipment,(Ed. 2),UL,"January 05, 2021",Type: ulstd
"Outline of Investigation for Medium Voltage Solid State Resistive Load Controllers, Up to 15KV",(Ed. 1),UL,"May 22, 2014",Type: outline
"Outline for Medium Voltage Stator Switching Assemblies for Wind Applications, Up to 15KV",(Ed. 1),UL,"August 30, 2017",Type: outline
Guide for the Investigation of Constant-Level Oil Valves,(Ed. 1),ULC,"September 01, 2004",N/A
Standard for Limit Controls,(Ed. 5),UL,"September 23, 1994",Type: ulstd
